,,,,,
Subject,Subject Desc,Course Number,Title,Academic Period Desc,CRN
IET,IET-Industrial Engr Technology,21400,Intro Supply Chain Mgmt Tech,Fall 2024,10177
,,,,,10179
,,23500,Systems Thinking & Proc Imprv,Fall 2024,21897
,,31600,Statistical Quality Control,Fall 2024,10259
,,33400,Economics Analysis - Tech Sys,Fall 2024,10266
,,,,,10267
,,33620,Total Productive Maintenance,Fall 2024,10285
,,34300,Technical And Service Selling,Fall 2024,10288
,,41400,Financial Analysis Tech Sys,Fall 2024,10335
,,43530,Operations Planning & Mgmt,Fall 2024,10350
,,43640,Lean Six Sigma,Fall 2024,10885
,,44275,Global Trans & Logistics Mgmt,Fall 2024,13125
ILS,ILS-Information & Library Sci,10300,Intro Data Lifecycle Mgmt,Fall 2024,15094
,,,,,26110
,,,,,20215
,,23000,Data Science & Society ELSI,Fall 2024,22853
,,,,,29248
,,,,,29249
,,,,,33762
,,,Data Sci & Society ELSI-Honors,Fall 2024,22853
,,25000,Intro To Geographic Info Sys,Fall 2024,30331
,,33000,Age Of Mis/Dis/Malinformation,Fall 2024,29172
,,49500,Info Skills Hlth Science Profs,Fall 2024,29232
,,51400,Info Skills Health Pros,Fall 2024,22793
,,55200,Quantitative Resrch Data Mgmt,Fall 2024,29156
,,59500,GIS Research Methods,Fall 2024,29259
IMPH,IMPH-Indstrl & Mlculr Phrmcutc,56200,Pharmaceutical Process,Fall 2024,61641
,,58000,Physical Chem Prin,Fall 2024,22192
,,59000,Drug Stability And Kinetics,Fall 2024,27993
,,69600,Sem Indus & Phys Phar,Fall 2024,42161
ITAL,ITAL-Italian,10100,Italian Level I,Fall 2024,17024
,,,,,17028
,,,,,17034
,,,,,19673
,,10200,Italian Level II,Fall 2024,17055
,,,,,17057
,,10500,Accel Basic Italian,Fall 2024,22305
,,11200,Elem Italian Conversation,Fall 2024,25893
,,20100,Italian Level III,Fall 2024,22309
,,,,,25847
,,20200,Italian Level IV,Fall 2024,22310
,,21200,Intermed Italian Conversation,Fall 2024,16639
,,34100,Italian Literature I,Fall 2024,30170
,,38100,Ital & Ital-Amer Food Culture,Fall 2024,31100
JPNS,JPNS-Japanese,10100,Japanese Level I,Fall 2024,17081
,,,,,17082
,,,,,17091
,,,,,17095
,,,,,17097
,,,,,17105
,,,,,17107
,,,,,17114
,,,,,17115
,,,,,20282
,,,,,30908
,,10200,Japanese Level II,Fall 2024,23210
,,,,,30909
,,20100,Japanese Level III,Fall 2024,17385
,,,,,17396
,,,,,17397
,,,,,17398
,,20200,Japanese Level IV,Fall 2024,23211
,,28000,Intro Mod Japanese Civ,Fall 2024,26042
,,30100,Japanese Level V,Fall 2024,22368
,,,,,22369
,,,Japanese Level V-Honors,Fall 2024,22368
,,31300,Intermed Rdg Japan I,Fall 2024,14130
,,33000,Japanese Cinema,Fall 2024,23756
,,36100,Elem Survey Japan Ling,Fall 2024,33673
,,40100,Japanese Level VII,Fall 2024,22403
JWST,JWST-Jewish Studies,33000,Intro Jewish Studies,Fall 2024,29541
KOR,KOR-Korean,10100,Korean Level I,Fall 2024,20339
,,,,,15973
,,,,,25978
,,,,,20826
,,,,,31573
,,,Korean Level I-Honors,Fall 2024,25978
,,20100,Korean Level III,Fall 2024,20358
LA,LA-Landscape Architecture,10110,Survey Of Landscape Arch,Fall 2024,11825
,,11600,Graphic Com In Design I,Fall 2024,24886
,,,Graphic Com In Design I-Honors,Fall 2024,24886
,,11700,Graphic Com In Design II,Fall 2024,56768
,,16100,Land And Society,Fall 2024,27434
,,22600,Studio II: Site Analysis & Des,Fall 2024,29057
,,24600,Site Engr: Earthwrk & Stormwtr,Fall 2024,12121
,,29199,Cooperative Experience I,Fall 2024,23403
,,30900,Co-Op Preparation,Fall 2024,13839
,,,Co-Op Preparation-Honors,Fall 2024,13839
,,31600,Studio IV: Park & Opn Spce Des,Fall 2024,12044
,,32500,Ecol Landsc Perform & Planting,Fall 2024,12038
,,41600,Studio VI: Urban Design,Fall 2024,12033
,,47600,Prof Pract Landsc Arch,Fall 2024,49390
,,58100,Research Mthds For Design Appl,Fall 2024,29178
LATN,LATN-Latin,10100,Latin Level I,Fall 2024,51232
,,,,,68072
,,,Latin Level I-Honors,Fall 2024,51232
,,,,,68072
LC,LC-Languages and Cultures,28100,Intro To World Food Cultures,Fall 2024,31840
LING,LING-Linguistics,20100,Intro To Linguistics,Fall 2024,30205
,,59800,Teaching Linguistics,Fall 2024,29350
MA,MA-Mathematics,10800,Math Professn & Discpl,Fall 2024,64932
,,13700,Math For Elm Tchrs I,Fall 2024,62961
,,,,,27340
,,,,,27341
,,,,,21282
,,13800,Math For Elm Tchrs II,Fall 2024,22824
,,13900,Math For Elm Tchrs III,Fall 2024,12519
,,,,,21283
,,15300,College Algebra,Fall 2024,29600
,,,,,14955
,,,,,18813
,,,,,14954
,,,,,20779
,,,,,20787
,,,,,16087
,,,,,13497
,,,,,26829
,,,,,11361
,,,,,33003
,,,,,33005
,,,,,11335
,,,,,57086
,,15555,Quantitative Reasoning,Fall 2024,11431
,,,,,11432
,,,,,12617
,,,,,11433
,,,,,12608
,,,,,11430
,,,,,11428
,,,,,11437
,,15800,Precalculus- Functions & Trig,Fall 2024,17309
,,,,,59661
,,,,,19493
,,,,,68066
,,,,,17326
,,,,,15142
,,,,,11787
,,,,,27214
,,,,,27782
,,,,,27783
,,,,,12831
,,,,,27209
,,,,,27210
,,,,,27211
,,,,,15135
,,16010,Applied Calculus I,Fall 2024,18133
,,,,,18135
,,,,,18136
,,,,,18140
,,,,,18141
,,,,,18142
,,,,,18150
,,,,,18151
,,,,,18152
,,,,,18153
,,,,,18162
,,,,,18224
,,,,,18232
,,,,,18252
,,,,,18254
,,,,,18262
,,,,,18270
,,,,,18271
,,,,,18273
,,,,,18277
,,,,,18279
,,,,,18280
,,,,,18286
,,,,,18292
,,,,,18296
,,,,,18164
,,,,,18165
,,,,,16003
,,,,,16004
,,,,,12030
,,,,,12031
,,,,,14071
,,,,,14078
,,,,,27328
,,,,,24994
,,,,,24998
,,,,,16000
,,,,,27166
,,,,,27167
,,,,,27168
,,,,,15122
,,16020,Applied Calculus II,Fall 2024,11370
,,,,,11347
,,,,,25004
,,,,,25005
,,,,,30438
,,,,,30439
,,,,,18143
,,,,,15134
,,16100,Pl Anly Geo Calc I,Fall 2024,23352
,,,,,23372
,,,,,23373
,,,,,23374
,,,,,23378
,,,,,23380
,,,,,23411
,,,,,23422
,,,,,23423
,,,,,23426
,,,,,23427
,,,,,23431
,,,,,23434
,,,,,23441
,,,,,18353
,,,,,18355
,,,,,18356
,,,,,18357
,,,,,18364
,,,,,18369
,,,,,11789
,,,,,11790
,,,,,11795
,,,,,11799
,,,,,21354
,,16200,Pl Anly Geo Calc II,Fall 2024,23588
,,,,,23594
,,,,,23603
,,,,,23604
,,,,,23612
,,,,,23616
,,,,,23618
,,,,,23621
,,,,,23632
,,,,,23637
,,,,,23638
,,,,,23639
,,,,,23644
,,,,,23649
,,,,,23655
,,,,,23658
,,,,,23663
,,,,,23682
,,,,,23716
,,,,,23734
,,,,,23748
,,,,,23749
,,,,,27526
,,,,,30410
,,,,,30541
,,,,,30542
,,,,,30695
,,,,,12212
,,,Pl Anly Geo Calc II-Honors,Fall 2024,12212
,,16290,Data Science Labs: Calculus,Fall 2024,25495
,,16500,Anlytc Geomtry&Calc I,Fall 2024,42956
,,,,,23097
,,,,,42958
,,,,,42959
,,,,,42955
,,,,,58523
,,,,,11928
,,,,,34560
,,,,,23098
,,,,,21115
,,,,,21127
,,,,,21128
,,,,,27832
,,,,,27830
,,,,,27834
,,,,,27835
,,,,,27836
,,,,,27837
,,,,,27819
,,,,,27821
,,,,,27824
,,,,,27826
,,,,,27827
,,,,,27828
,,16600,Analytc Geom & Calc II,Fall 2024,32987
,,17000,Intr Actuarial Science,Fall 2024,59997
,,26100,Multivariate Calculus,Fall 2024,21165
,,,,,21168
,,,,,21171
,,,,,21179
,,,,,21190
,,,,,21191
,,,,,13693
,,,,,13694
,,,,,13695
,,,,,13696
,,,,,13697
,,,,,13698
,,,,,13701
,,,,,13702
,,,,,13708
,,,,,13709
,,,,,13710
,,,,,13711
,,,,,13712
,,,,,13713
,,,,,13714
,,,,,13715
,,,,,13716
,,,,,13717
,,,,,21423
,,,,,21494
,,,,,21489
,,,,,21441
,,,,,21437
,,,,,21435
,,,,,21384
,,,,,21383
,,,,,21382
,,,,,21381
,,,,,21371
,,,,,21473
,,,,,15313
,,,,,15328
,,,,,13422
,,,,,13429
,,,,,13430
,,,,,13447
,,,,,13450
,,,,,13453
,,,,,21138
,,,,,21139
,,,,,21159
,,,,,21160
,,,,,21471
,,,,,21470
,,,,,21468
,,,,,21466
,,,,,21464
,,,,,21463
,,,,,21456
,,,,,21496
,,,,,21487
,,,,,21481
,,,,,21480
,,,,,21474
,,,,,26912
,,,,,26913
,,,,,26919
,,,,,15179
,,,,,56453
,,,,,59793
,,,,,57161
,,,,,11850
,,,,,61522
,,,,,38026
,,,,,59792
,,,,,59794
,,,,,15178
,,,,,11849
,,,,,59784
,,,,,33421
,,,,,33422
,,,,,33423
,,,,,33577
,,,,,33578
,,,,,33585
,,,Multivariate Calculus-Honors,Fall 2024,13714
,,,,,15328
,,,,,13429
,,,,,13430
,,,,,13453
,,,,,11849
,,26200,Lin Alg Diff Equats,Fall 2024,15890
,,,,,11664
,,,,,14326
,,,,,14328
,,,,,14329
,,,,,14330
,,,,,26605
,,,,,24720
,,,,,26209
,,26500,Linear Algebra,Fall 2024,19132
,,,,,13003
,,,,,23288
,,,,,12965
,,,,,23284
,,,,,23296
,,,,,16270
,,,,,18034
,,,,,18048
,,,,,18053
,,,,,18055
,,,,,18056
,,,,,18124
,,,,,18104
,,,,,12980
,,,,,25010
,,,,,25011
,,,,,30020
,,,,,25648
,,,,,18552
,,,,,18572
,,,,,18575
,,,Linear Algebra-Honors,Fall 2024,19132
,,26600,Ordinary Differ Equatn,Fall 2024,12556
,,,,,12554
,,,,,13366
,,,,,12555
,,,,,23308
,,,,,12553
,,,,,12551
,,,,,12557
,,,,,12552
,,,,,12541
,,,,,12550
,,,,,13034
,,,,,19935
,,,,,13073
,,,,,13074
,,,,,18483
,,,,,26297
,,,,,25013
,,,,,18576
,,,,,18580
,,,,,33357
,,27101,Honors Multivariate Calculus,Fall 2024,30453
,,,,,30454
,,27900,Modern Math,Fall 2024,27087
,,30100,Intro Proof Real Anlys,Fall 2024,23326
,,30300,Diff Equa Inc Systems,Fall 2024,60280
,,,,,63226
,,,,,63225
,,,,,63224
,,,,,14113
,,,,,16727
,,,,,26303
,,,,,25016
,,,,,30021
,,,,,30022
,,,,,30031
,,,,,17441
,,,,,24554
,,,,,24555
,,,,,18568
,,,Diff Equa Inc Systems-Honors,Fall 2024,30031
,,34100,Foundations Analysis,Fall 2024,54193
,,,,,13253
,,,,,63079
,,,,,18202
,,,,,25861
,,,,,25862
,,,,,32506
,,35100,Elem Linear Algebra,Fall 2024,23346
,,,,,23344
,,,,,64933
,,,,,13038
,,,,,19439
,,,,,30610
,,35301,Linear Algebra II,Fall 2024,14245
,,,,,14246
,,,,,13420
,,,Linear Algebra II-Honors,Fall 2024,13420
,,36200,Topics Vector Calculus,Fall 2024,23351
,,36600,Ord Differential Eqs,Fall 2024,23353
,,,,,23354
,,,,,25867
,,,,,24599
,,,,,26169
,,37300,Financial Mathematics,Fall 2024,29860
,,37500,Intro Discrete Math,Fall 2024,23359
,,41600,Probability,Fall 2024,45602
,,,,,45604
,,,,,61525
,,,,,19754
,,,,,15940
,,42100,Linear Prgrm&Opt Tech,Fall 2024,26170
,,42500,Elem Complex Anly,Fall 2024,23366
,,,,,32505
,,43200,Elem Stochastic Processes,Fall 2024,26171
,,44000,Honors Real Analysis I,Fall 2024,23367
,,45000,Algebra Honors,Fall 2024,23368
,,45300,Algebra I,Fall 2024,48942
,,,,,48941
,,,,,25884
,,46000,Geometry,Fall 2024,23371
,,48100,Adv Prob-Solv Seminar,Fall 2024,32498
,,48400,Sem Tch Coll Alg&Trig,Fall 2024,23375
,,50300,Abstract Algebra,Fall 2024,23379
,,50400,Real Analysis,Fall 2024,12366
,,51100,Linear Algebra Appl,Fall 2024,61527
,,,,,63222
,,51400,Numerical Analysis,Fall 2024,23387
,,52300,Int To Part Diff Equa,Fall 2024,38485
,,52700,Adv Math Engr Phys I,Fall 2024,12919
,,,,,11959
,,53000,Funct Complex Vrbl I,Fall 2024,24601
,,53200,Elem Stochastic Proc,Fall 2024,53971
,,54400,Real Anlys Measur Thry,Fall 2024,54847
,,54500,Funct Sev Vari Rel Tpc,Fall 2024,26176
,,55300,Intro Abstract Algebra,Fall 2024,16726
,,55400,Linear Algebra,Fall 2024,67577
,,55700,Abstract Algebra I,Fall 2024,23413
,,56200,Intro Diff Geom & Topo,Fall 2024,11037
,,57100,Elementary Topology,Fall 2024,23415
,,57400,Numerical Optimization,Fall 2024,26177
,,57500,Graph Theory,Fall 2024,26181
,,58500,Mathematical Logic I,Fall 2024,29346
,,59500,Algebraic Geometry I,Fall 2024,26202
,,,Anlytc Thry Of Function Fields,Fall 2024,26208
,,,Mathematical Modeling,Fall 2024,32465
,,,Mathematics Of Quantum Cmpting,Fall 2024,26200
,,59800,Bridge To Research Sem,Fall 2024,33858
,,,CCAM Seminar,Fall 2024,22510
,,,Math Colloquium,Fall 2024,35407
,,,Probability Seminar,Fall 2024,65889
,,66100,Mod Differential Geom,Fall 2024,26195
,,69200,Matrix Methods For Data Sci,Fall 2024,26198
MCMP,MCMP-Med Chem &Molecular Pharm,57000,Prin Chem Act Biol Sys,Fall 2024,14200
,,59800,Intro To Research,Fall 2024,49430
,,62500,Grant Writing,Fall 2024,41405
,,69000,MCMP Journal Club,Fall 2024,23053
ME,ME-Mechanical Engineering,19800,PMEA Leadership Program,Fall 2024,25106
,,19900,How Stuff Works,Fall 2024,14748
,,20000,Thermodynamics I,Fall 2024,22487
,,,,,22490
,,,,,22488
,,,,,61684
,,,,,10369
,,,,,22489
,,,,,61908
,,26300,"ME Design, Innov & Entrep",Fall 2024,16364
,,,,,16367
,,,,,16368
,,,,,16370
,,,,,16371
,,,,,16372
,,27000,Basic Mechanics I,Fall 2024,22505
,,,,,22506
,,,,,22507
,,,,,43443
,,,,,61905
,,,,,14351
,,,,,19752
,,,,,21660
,,,,,25888
,,27400,Basic Mechanics II,Fall 2024,22509
,,,,,66785
,,29000,Global Engr Prof Sem,Fall 2024,22515
,,,,,19170
,,,,,11271
,,,,,11272
,,29199,Cooperative Experience I,Fall 2024,52863
,,29299,Cooperative Experience II,Fall 2024,52867
,,29700,Graph Comm & Spatial Anlys,Fall 2024,17035
,,,,,17036
,,,,,17037
,,,,,23851
,,,,,25445
,,,,,25446
,,,,,25447
,,,Intro Manufacturing For Design,Fall 2024,24203
,,,ME Soph Sem Peer Mentor Prog,Fall 2024,19730
,,,,,11273
,,30000,Thermodynamics II,Fall 2024,22599
,,,,,22600
,,30800,Fluid Mechanics,Fall 2024,14382
,,,,,14384
,,,,,14392
,,,,,14395
,,,,,28622
,,,Fluid Mechanics-Honors,Fall 2024,14382
,,,,,14395
,,30801,Fluid Mechanics Laboratory,Fall 2024,22832
,,31500,Heat And Mass Transfer,Fall 2024,61898
,,,,,61889
,,,,,61888
,,,,,22691
,,,,,15916
,,,,,32108
,,32300,Mechanics Of Material,Fall 2024,22709
,,,,,22710
,,,,,22711
,,,,,66791
,,,,,19763
,,,,,11171
,,,,,11898
,,32301,Mechanics Of Materials Lab,Fall 2024,12079
,,,,,12080
,,,,,12083
,,,,,12085
,,,,,12086
,,,,,12087
,,,,,12088
,,,,,12089
,,,,,12090
,,,,,12091
,,,,,12092
,,,,,12093
,,,,,12094
,,,,,12096
,,,,,12098
,,,,,12099
,,,,,12101
,,,,,12131
,,,,,12166
,,,,,12167
,,,,,12206
,,,,,12209
,,,,,12210
,,35400,Machine Design,Fall 2024,24607
,,,,,24608
,,,Machine Design-Honors,Fall 2024,24607
,,36300,Prin Pract Mfg Process,Fall 2024,22723
,,36500,Measure Control Systems I,Fall 2024,11776
,,,,,29230
,,,,,29231
,,,,,29245
,,,,,29246
,,,,,11493
,,,,,12046
,,37500,Measure Control Systems II,Fall 2024,15498
,,,,,22338
,,39699,Prof Practice Internship,Fall 2024,17470
,,41800,Engr Envir Sys & Equip,Fall 2024,21824
,,43300,Prin Turbo Machinery,Fall 2024,30714
,,44400,Comp-Aided Des & Proto,Fall 2024,22747
,,,,,22586
,,45500,Vehicle Dsgn & Fabrctn,Fall 2024,22578
,,46300,Engineering Design,Fall 2024,20175
,,,,,20176
,,,,,19771
,,,,,11508
,,,,,11509
,,47500,Automatic Control Sys,Fall 2024,22758
,,48900,Intro To Finite Element Anlys,Fall 2024,17908
,,49601,"Additive Mfg:Fund, Equip &Appl",Fall 2024,21835
,,,Electric Vehicle Design,Fall 2024,32107
,,,Non Destructive Eval Add Manft,Fall 2024,24471
,,,Tools/Meth For Iterat Prod Des,Fall 2024,23862
,,,,,25437
,,50000,Adv Thermodynamics,Fall 2024,15040
,,50100,Stat Thermodynamics,Fall 2024,28394
,,50500,Intermed Heat Transfer,Fall 2024,68048
,,50600,Two Phase Flow,Fall 2024,29658
,,50900,Intermed Fluid Mech,Fall 2024,28846
,,51000,Gas Dynamics,Fall 2024,31738
,,51100,Heat Transfer Elec System,Fall 2024,22218
,,51300,Engineerng Acoustics,Fall 2024,49142
,,51800,Analy Of Thermal Sys,Fall 2024,28395
,,52500,Combustion,Fall 2024,13681
,,52600,Spray Applic & Theory,Fall 2024,22729
,,52900,Sustain Energy Opts & Analysis,Fall 2024,23377
,,53500,Fluids Power Systems,Fall 2024,24875
,,53900,Intro Scientific Machine Learn,Fall 2024,32619
,,54100,Engr Dsgn Decision-Based Persp,Fall 2024,28564
,,55300,Product & Process Des,Fall 2024,24823
,,55400,Intellectual Prop For Engrs,Fall 2024,24378
,,56300,Mechanical Vibrations,Fall 2024,32181
,,57500,Des Control Systems,Fall 2024,22795
,,58000,Nonlinear Engr Systems,Fall 2024,22798
,,58100,Num Mthds Mech Engr,Fall 2024,29483
,,,,,44095
,,58600,Microproc Elecmech Sys,Fall 2024,22801
,,58700,Engineering Optics,Fall 2024,25336
,,59700,Artificial Intell Thermal Syst,Fall 2024,22778
,,,Autonomous Systems,Fall 2024,30712
,,,Solid Mechanics I,Fall 2024,30459
,,60600,Radiat Heat Transfer,Fall 2024,22881
,,61200,Continuum Mechanics,Fall 2024,22889
,,61400,Comput Fluid Dynamics,Fall 2024,22918
,,67700,Nonlin Feedbk Cont Des,Fall 2024,22929
,,68700,Laser Diag React Flow,Fall 2024,22930
,,69900,Research PhD Thesis,Fall 2024,22913
,,,,,49620
,,,,,61122
,,,,,21249
,,,,,21933
,,,,,16258
MET,MET-Mechanical Engr Tech,10200,Prodctn Desgn&Specfctn,Fall 2024,20561
,,,,,20566
,,11100,Applied Statics,Fall 2024,16506
,,11300,Mechanics Applications,Fall 2024,20104
,,,,,19612
,,14300,Materials &Processes I,Fall 2024,23565
,,14400,Materials And Processes II,Fall 2024,23575
,,21100,Appl Strength Material,Fall 2024,65380
,,,,,16366
,,21300,Dynamics,Fall 2024,34498
,,22000,Heat/Power,Fall 2024,55184
,,23000,Fluid Power,Fall 2024,23613
,,24500,Manufacturing Systems,Fall 2024,16230
,,28400,Intro To Industrial Controls,Fall 2024,12011
,,30200,CAD In The Enterprise,Fall 2024,20062
,,31300,Applied Fluid Mechanics,Fall 2024,48212
,,31400,Appl Of Mach Elements,Fall 2024,20059
,,31601,Mechanics Of Machine Design,Fall 2024,24640
,,32000,Applied Thermodynamics,Fall 2024,23647
,,34600,Adv Matls In Manufact,Fall 2024,42689
,,34900,Stringed Instrumnt Des & Manuf,Fall 2024,27679
,,41100,Intro Finite Elmnt Mth,Fall 2024,16163
,,,Intro Finite Elmnt Mth-Honors,Fall 2024,16163
,,42100,Air Conditiong&Refrig,Fall 2024,21579
,,42200,Power Plnts&Energy Con,Fall 2024,18981
,,42600,Internal Combust Eng,Fall 2024,16735
,,43600,Pneumatic Motion Cntrl,Fall 2024,19213
,,45200,Advanced GD&T And Product Qual,Fall 2024,13592
,,48200,Mechatronics,Fall 2024,20485
,,50300,Applied Optimization,Fall 2024,32046
,,52700,Tech Global Perspect,Fall 2024,48408
MFET,MFET-Manufacturing Engr Tech,10301,Geometric Modeling Applcations,Fall 2024,15715
,,11301,Product Data Management,Fall 2024,20878
,,16300,Graphical Comm & Spatial Anly,Fall 2024,15556
,,,,,16139
,,23000,Industrial IoT Networks System,Fall 2024,20945
,,34400,Automated Mfg Processes,Fall 2024,19987
,,34800,Intro To Robot Kinematics,Fall 2024,55610
,,36100,Machine Lrning & Mfg Analytics,Fall 2024,20915
,,44000,Smart Mfg Auto Human Robot Sys,Fall 2024,20992
,,51400,Product Lifecycle Mgmt,Fall 2024,20909
MGMT,MGMT-Management,10000,Introduction To Management,Fall 2024,23730
,,,,,23726
,,,,,23733
,,,,,24317
,,11000,Intro To Mgmt & Info Strat,Fall 2024,22168
,,,,,27249
,,17300,Data Mining Lab,Fall 2024,21883
,,17500,Info Strategies For Management,Fall 2024,26532
,,19700,Careers In Acct & Finance,Fall 2024,24550
,,,,,13234
,,20000,Intro Accounting,Fall 2024,12042
,,,,,12043
,,,,,12040
,,,,,12041
,,,,,30144
,,,,,21438
,,,,,21443
,,,,,13249
,,,Intro Accounting-Honors,Fall 2024,12042
,,,,,12043
,,,,,12040
,,,,,12041
,,,,,21443
,,,,,13249
,,20100,Mgmt Accounting I,Fall 2024,39230
,,,,,39231
,,,,,16200
,,,,,13244
,,,,,18896
,,,,,18933
,,,,,33514
,,,Mgmt Accounting I-Honors,Fall 2024,39230
,,,,,13244
,,,,,18896
,,,,,18933
,,21200,Business Accounting,Fall 2024,10017
,,,,,10018
,,24300,Th Minorities In Mgmt,Fall 2024,23762
,,25400,Legal Found Business,Fall 2024,18929
,,,,,18931
,,,,,18932
,,,,,18938
,,,,,24320
,,,,,24323
,,,,,25458
,,,Legal Found Business-Honors,Fall 2024,18938
,,,,,24320
,,,,,24333
,,25500,Found Of Business Ethics,Fall 2024,23328
,,,,,23332
,,,,,23341
,,,,,23342
,,25600,Technology Landscape,Fall 2024,32168
,,28800,Prog Business Applications,Fall 2024,19410
,,29110,Int Bus & Eng Seminar I,Fall 2024,26832
,,,,,23671
,,29120,Int Bus & Eng Seminar II,Fall 2024,30943
,,,,,30944
,,29140,Int Bus & Eng Seminar IV,Fall 2024,27081
,,,,,27152
,,29400,Navigating Gender,Fall 2024,22999
,,29500,Career Readiness & Explor,Fall 2024,11651
,,,,,11644
,,,,,11647
,,,,,11857
,,,,,16276
,,,,,15668
,,,,,15673
,,30400,Intro To Financial Management,Fall 2024,16142
,,30500,Business Statistics,Fall 2024,23770
,,,,,23772
,,,,,23773
,,,,,14105
,,,,,24472
,,,,,21053
,,,,,21054
,,,,,31106
,,30600,Management Science,Fall 2024,23776
,,,,,16144
,,,,,23778
,,,,,20881
,,,,,23643
,,,,,14132
,,,Management Science-Honors,Fall 2024,14132
,,31000,Financial Mgmt,Fall 2024,23783
,,,,,23782
,,,,,23779
,,,,,18489
,,,,,18493
,,,,,19184
,,,,,19185
,,,,,12682
,,,,,18941
,,,Financial Mgmt-Honors,Fall 2024,23783
,,32300,Principles Of Marketing,Fall 2024,23785
,,,,,23784
,,32400,Marketing Mgmt,Fall 2024,23786
,,,,,23788
,,,,,16150
,,,,,64661
,,,,,11990
,,,,,16487
,,,,,29828
,,,,,24495
,,,,,31366
,,,,,32420
,,,Marketing Mgmt-Honors,Fall 2024,16150
,,33200,Business World Problem Solving,Fall 2024,28919
,,33500,Strategic Business Writing,Fall 2024,28927
,,,,,28928
,,,,,28929
,,,,,18605
,,,,,18606
,,,,,18607
,,,,,18608
,,,,,18609
,,,,,18611
,,,,,18612
,,,,,23988
,,35000,Intermediate Acctg I,Fall 2024,23793
,,,,,69362
,,,,,23932
,,,Intermediate Acctg I-Honors,Fall 2024,23793
,,35100,Intermediate Acctg II,Fall 2024,23798
,,,,,18522
,,,,,18591
,,35200,Strategic Management,Fall 2024,12006
,,,,,12007
,,,,,12021
,,,,,16488
,,,,,23006
,,,,,13789
,,,,,18622
,,,,,18623
,,,,,30640
,,,,,33029
,,,Strategic Management-Honors,Fall 2024,16488
,,35300,Int Acct For Non Acct Maj,Fall 2024,24563
,,,,,23922
,,,Int Acct For NonAcct Maj-Honor,Fall 2024,24563
,,35500,Consulting Tools And Skills,Fall 2024,19485
,,,,,23923
,,,Consulting Tools&Skills-Honors,Fall 2024,19485
,,36100,Operations Management,Fall 2024,37812
,,,,,37809
,,,,,37813
,,,,,14178
,,,,,37811
,,,,,16533
,,,,,13790
,,37000,Real Estate Fund,Fall 2024,28855
,,,,,29123
,,,Real Estate Fund-Honors,Fall 2024,29123
,,37300,Acct Inf Sys & Data Anlyt,Fall 2024,16222
,,,,,16229
,,,Acct Inf Sys&Data Anlyt-Honors,Fall 2024,16229
,,38200,Mgmt & Informatn Systm,Fall 2024,11829
,,,,,23808
,,,,,23810
,,,,,25046
,,,,,25716
,,,,,21077
,,,Mgmt & Informatn Systm-Honors,Fall 2024,11829
,,38800,Python For Business,Fall 2024,23924
,,40100,Exec Forum,Fall 2024,23823
,,40500,Six Sigma And Quality,Fall 2024,19304
,,41100,Investments Management,Fall 2024,23825
,,,,,14180
,,,,,26305
,,,,,28856
,,41150,Futures And Options,Fall 2024,24665
,,41200,Financial Institutions,Fall 2024,12329
,,,,,12335
,,,,,23363
,,41220,FinTech,Fall 2024,13801
,,,,,13802
,,,FinTech-Honors,Fall 2024,13802
,,41300,Corporate Finance,Fall 2024,16423
,,,,,11450
,,,,,15582
,,,,,15589
,,41310,Financial Modeling,Fall 2024,17007
,,,,,17011
,,,,,17017
,,41601,Corp Mergers & Acquisitions,Fall 2024,19654
,,,,,24441
,,42110,Marketing Analytics,Fall 2024,18505
,,42120,Data & AI-Driven Marketing,Fall 2024,31373
,,42130,Consumer Behavior,Fall 2024,31375
,,,Consumer Behavior-Honors,Fall 2024,31375
,,42410,Sales & Retail Management,Fall 2024,31374
,,42610,Brand Management,Fall 2024,10174
,,,,,16564
,,42710,Digital Marketing Strategy,Fall 2024,16573
,,,,,16501
,,42930,Labor Relations,Fall 2024,25466
,,,Labor Relations-Honors,Fall 2024,25466
,,43000,Professional Selling,Fall 2024,11819
,,43901,Real Estate Inv & Dev,Fall 2024,17064
,,43905,Real Est Ind Proj,Fall 2024,33478
,,43907,Adv Topics Real Est,Fall 2024,27282
,,44301,Management Of Human Resources,Fall 2024,10507
,,,,,24452
,,44362,Leadership In A Changing World,Fall 2024,19679
,,,,,28777
,,44428,Human Resources Mgmt,Fall 2024,21310
,,44430,Staffing: Talent Acquisition,Fall 2024,18656
,,44672,A Trnsfrm Jrny To Gettysburg,Fall 2024,27325
,,,"NASA Exp: Rsk, Dec Mkg, Ldrshp",Fall 2024,33530
,,44690,Negotiation & Decision Making,Fall 2024,15419
,,,,,24462
,,44710,Competitive Strategy,Fall 2024,23925
,,44810,Technology Strategy,Fall 2024,24478
,,45500,Legal Bkgrnd Bus I,Fall 2024,23841
,,,,,23840
,,45900,International Mangemnt,Fall 2024,24719
,,46200,Adv Mfg Plan/Cntrl Sys,Fall 2024,25313
,,46400,Logistics: Concepts & Models,Fall 2024,21069
,,46501,Strategic Sourcing,Fall 2024,17063
,,46700,Big Data & Cloud Computing,Fall 2024,33260
,,47200,Adv Spreadsheet Mod & Sim,Fall 2024,24543
,,,,,26242
,,,,,23926
,,47300,Data Mining,Fall 2024,19963
,,,,,19964
,,,,,23759
,,47400,Predictive Analytics,Fall 2024,19681
,,,,,19682
